chr pos load_ev1 load_ev2
1 24880 -0.00512492706659919 0.00678685490188
1 24906 -0.00331652917169059 -0.00152181221424642
1 262428 0.012304316921146 -0.00776893262503588
1 262448 -0.0163952820510807 0.0228979307545026
1 262641 -0.00119805009780909 0.00239445023951823
1 313195 -0.00177728560771536 0.00211672090366882
1 313223 -0.00433893902685901 0.00870767607932246
1 313248 -0.00463414192045708 -0.00808599540676786
1 403309 -0.00889817563257981 -0.0226146837662307
1 403363 -0.0121485138679804 0.0102800670603425
1 403531 0.00237548515090235 0.0166315559455223
1 756659 0.0117876964552232 0.00676061385721135
1 839979 -0.0136467291449109 -0.0143010227995638
1 903169 0.00412911468176836 0.00642255195051473
1 909538 -0.0163870397022845 0.00256453283736715
1 1176846 -0.05335895744904 0.0674136459837361
1 1216316 -0.00116294082807752 0.00844978353771645
1 1637403 -0.0102443256204125 -0.0124396176422592
1 1757125 0.0082258455694756 -0.0128811863022391
1 1772004 0.00148065296921628 0.00362249953713512
1 1803787 -0.0130295790563749 -0.00749901363813857
1 1807739 -0.0121030788023362 -0.000655279782893951
1 2220949 -0.00580380217159807 -0.00654441298120277
1 2220960 0.000613373201987905 -0.00962720434890867
1 2241929 -0.00502354419635766 0.0218836650031643
1 2299227 -0.00185177014301558 0.0139052665057924
1 2342109 -0.0114198952349078 0.00950696197420531
1 2342140 0.0139135105865234 -0.0110063721736173
1 2466330 0.0162618809699263 -0.0109206774471838
1 2466337 -0.0105823625509259 0.0150624358046722
1 2467265 -4.45203194931075e-05 0.0252413874281428
1 2484515 -0.0113873135475738 0.0025031612843987
1 2564807 -0.0123238525243698 -0.000373823173595118
1 2646240 -0.000531791905112922 -0.0098766511119554
1 2675793 -0.000601376475690649 -0.00256404083412244
1 2892774 0.0174114458486078 -0.00410363918985227
1 2892789 0.0115881549754409 0.00212692531537365
1 2913842 -0.0157598094203118 -0.00414050971331164
1 2917696 -0.00342798599467498 -0.000191929867850603
1 2917744 -0.00479681584988902 -0.0263915237148539
1 2930914 -0.00082404849067148 0.0156599895486406
1 2944350 -0.00764881069685665 0.00951094545177467
1 2944625 0.0017962273326522 0.00501064643561151
1 3074866 -0.00437825501520021 -0.00621251090209858
1 3085997 -0.0147487978577092 0.000784734499004592
1 3089649 -0.00806449684251782 0.00276126022036981
1 3120922 -0.0113910799431719 0.00980943254696029
1 3176878 0.00840210247492317 -0.00103321027518804
1 3177035 -0.0130161768889787 0.000263446096701161
1 3194977 0.0076611134948242 0.0175384409770777
1 3224627 -0.0119652010579397 0.0197569459386221
1 3224667 9.13462785185324e-05 -0.0072846117787151
1 3244864 0.000232916723515747 -0.0083231346336119
1 3500140 -0.033864440922976 -0.0166103705426619
1 3774035 -0.00588125201048934 0.00907635758811719
1 3840583 -0.00758313588723432 0.00264873172797965
1 3892612 -0.00845723318421771 -0.0277637737569277
1 3957072 0.00385276076036579 -0.000279255419288806
1 4028078 0.00276567115431604 0.00377862394548424
1 4028098 -0.0116747232401151 -0.0320646113525043
1 4028211 -0.00936591903923153 -0.0189222017295459
1 4204690 -0.0053799784115487 0.0199841246051245
1 4243651 0.0210781426708747 0.0201283314027302
1 4280328 0.00374864146584437 -0.00497772529248663
1 4316477 0.0276034120710298 0.0197231200193371
1 4345366 -0.0108268182219307 0.019658522519223
1 4367639 -0.005378447852897 0.000683928782839955
1 4367693 -0.00308928316070866 0.00191911202467893
1 4370059 -0.00275574735353246 0.00323060273367972
1 4382052 0.00465743720989547 0.00543534122048967
1 4382192 -0.000763642131874033 -0.00742782089507095
1 4417088 0.00834072161020232 -0.016816694161077
1 4440955 0.0241420755888673 0.00426144866682142
1 4441058 0.00298327232154323 0.00907948267593124
1 4493144 -0.00170686456516098 -0.010315586511768
1 4579927 0.00708988146398904 0.00581197491652214
1 4591379 0.000251490614882949 -0.00587061328507573
1 4608088 0.00664934657062562 0.00200135034383282
1 4777194 -0.0141124965353095 0.00989467604289987
1 4796595 0.00137005519147539 -0.000736065528044513
1 5201473 0.00239662930776892 0.00299237281059347
1 5259258 -0.00443839968681081 9.76606403313672e-05
1 5407949 -0.0119926463446519 0.0101038796517724
1 5424719 0.0105597185023201 -0.00441040621502274
1 5554110 -0.0147095507221063 -0.0206084906275382
1 5554229 0.0103608330951101 0.00160269602059467
1 5599327 -0.0152853689029747 -0.0145295251449851
1 5724109 0.0151983712074176 0.0134711558187926
1 5996658 0.00448684440339771 -0.00621206927540976
1 6017473 -0.00661189614830185 0.028360085224876
1 6023795 0.00632844150281379 -0.0192743868886321
1 6208040 -0.0129963231350738 0.0110024279554438
1 6208335 0.00506378448904941 -0.000724515938078003
1 6399529 0.0127718583598542 0.00806111557405117
1 6406594 0.0155473726477111 0.00687166576774852
1 6454654 0.002210892662853 -0.00116265710974559
1 6524981 0.011670398922727 -0.00590423880779272
1 6525020 -0.00344809019609002 0.0117325215427279
1 6525066 -0.00479921218745011 -0.00874154903175303
1 6538124 0.0340089388334951 -0.00149915184851737
1 6568231 0.00513556895940378 -0.00911235057792776
1 6667724 0.00397552363828622 0.00430826132529802
1 6882968 0.00831605188970683 0.00776515997440829
1 6906199 -0.0139744042762396 -0.0204898729280522
1 6962672 -0.0117152877024072 -0.00305381072040299
1 6963098 -0.00394534232265931 -0.0055512373083762
1 7107492 0.0205381709929284 0.00439538108253959
1 7107526 0.0136907446901318 0.0012492993591731
1 7168874 -0.0147367745371332 0.0167847341288308
1 7169106 -0.0208510753652364 -0.00262207216171055
1 7311278 0.0243690071720294 -0.00531574035325986
1 7345182 0.00266340316909049 -0.00985548308646036
1 7369078 0.00116370136469719 -0.00732198511604274
1 7376809 0.000749444599311962 0.0205770127072083
1 7465947 -0.00950782900193229 0.00629530357238105
1 7466430 -0.0124396994333541 -0.0111804502112694
1 7466473 -0.0151746928087805 -0.0321813808956803
1 7503644 0.00127578919240372 0.00256303351372061
1 7598152 -0.0102823392901979 0.00691823757546746
1 7659251 -0.0148787041376132 -0.00234343846344453
1 7659269 0.00459983742888272 -0.000579798660681469
1 7682097 0.0223720016045839 0.0222728935164478
1 7759205 0.00189843946481052 0.0149886331807988
1 7759307 0.0287406555775923 0.00844280041115121
1 7759529 -0.0345243827336006 -0.0202303937103408
1 7950331 0.00827620757782489 -0.00420218904303078
